"","msa_id","fipsstatecode","state_abb","year","ever_smoke","current_smoker","stop_smoking","N","metrodivisioncode","csacode","cbsatitle","metropolitanmicropolitanstatis","metropolitandivisiontitle","csatitle","countycountyequivalent","statename","fipscountycode","centraloutlyingcounty","abb","year_change_per","tax_change_dose","numtaxinc","tax_change1113","year_around","treat","tax_change","X.x","pop1990","pop2000","unemp1990","unemp2000","unemp2010","cig_sales_pc2000","anti1992","anti1995","anti1998","cig_sales_pc1990","cig_sales_pc2010","log_cigsales90","log_cigsales00","log_cigsales10","log_pop90","log_pop00","change90to00","change00to10","log_change_sales","log_change_sales00to10","per_barban00","per_barban05","per_barban10","msa_pop10","msa_pop00","log_msapop00","log_msapop10","cigtax","cbsaunp10","wage_index","X","factor98","current_smoker98","ever_smoke98","factor01","current_smoker01","ever_smoke01","change_cursmk","change_evrsmk"
"275",31080,6,"CA",2019,0.326822916666667,9.50520833333333,0.649305555555556,3072,31084,348,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach, CA","Los Angeles County","California",37,"Central","CA",2017,2,1,0,2,1,1,5,29811427,33871648,5.8,4.9,12.2,41.6,0.1262,0.3184,0.431,77.8,26.3,4.35414143118435,3.72810016726722,3.26956893918372,17.2104023343509,17.3380888802385,36.2,15.3,3.58905911883173,2.72785282839839,99.6684500285009,97.1887771002799,97.2361437567174,2136022,1710318,14.3521898761018,14.5744557786347,2.87,12.2,0.969962790697674,NA,-0.151064944637543,0.220502466725438,NA,0.0241361005501369,0.192008582261458,NA,0.0284938844639792,NA
"276",31080,6,"CA",2020,0.304132231404959,7.35537190082645,0.617977528089888,1210,31084,348,"Los Angeles-Long Beach-Anaheim, CA","Metropolitan Statistical Area","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach, CA","Los Angeles County","California",37,"Central","CA",2017,2,1,0,3,1,1,5,29811427,33871648,5.8,4.9,12.2,41.6,0.1262,0.3184,0.431,77.8,26.3,4.35414143118435,3.72810016726722,3.26956893918372,17.2104023343509,17.3380888802385,36.2,15.3,3.58905911883173,2.72785282839839,102.142861264713,99.6016269240893,99.5969354525549,2136022,1710318,14.3521898761018,14.5744557786347,NA,12.2,0.969962790697674,NA,-0.151064944637543,0.220502466725438,NA,0.0241361005501369,0.192008582261458,NA,0.0284938844639792,NA
"277",31140,18,"IN",2015,0.465129358830146,19.1226096737908,0.65,1778,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,82.716790823652,80.8625064445365,81.474672247277,1283566,1161975,13.9656317015326,14.0651526998645,0.995,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"278",31140,18,"IN",2017,0.465295629820051,18.9717223650386,0.56639566395664,1945,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,97.6977993787511,95.5076817320426,95.3497512715553,1283566,1161975,13.9656317015326,14.0651526998645,0.995,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"279",31140,18,"IN",2019,0.471438900939986,17.8597252349964,0.566801619433198,1383,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,100.346738045333,98.0972384334663,97.915494190301,1283566,1161975,13.9656317015326,14.0651526998645,0.995,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"280",31140,18,"IN",2018,0.473137973137973,18.2539682539683,0.545150501672241,1638,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,98.5514797417959,96.34222491452,96.1348640782412,1283566,1161975,13.9656317015326,14.0651526998645,0.995,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"281",31140,18,"IN",2020,0.44765702891326,14.5563310069791,0.513698630136986,1003,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,102.293132454888,100,100,1283566,1161975,13.9656317015326,14.0651526998645,NA,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"282",31140,18,"IN",2016,0.45505776275007,17.9205409974641,0.54559748427673,3549,NA,350,"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area","","Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","Clark County","Indiana",19,"Central",NA,0,NA,NA,0,0,0,0,15,5544156,6080485,5.3,3.1,10.4,125.5,-0.2429,-0.1807,-0.0858,128.3,71.7,4.85437127162159,4.83230575857184,4.27249074760558,15.5282549579841,15.6205950204978,2.80000000000001,53.8,1.02961941718116,3.98527346716774,82.716790823652,80.8625064445365,81.474672247277,1283566,1161975,13.9656317015326,14.0651526998645,0.995,6.12244897959184,0.9126,102,-0.589652248062392,0.268382352941176,0.496323529411765,-0.42502279441075,0.24609375,0.46484375,0.0222886029411765,0.0314797794117647
"283",32820,5,"AR",2019,0.403821656050955,15.2866242038217,0.633333333333333,785,NA,368,"Memphis, TN-MS-AR","Metropolitan Statistical Area","","Memphis-Forrest City, TN-MS-AR","Crittenden County","Arkansas",35,"Central",NA,0,NA,NA,0,0,0,0,4,2350624,2673400,6.9,4.3,8.2,99.4,-0.1902,-0.1044,-0.0116,113.1,63.2,4.72827238312207,4.59915211366253,4.14630430115281,14.6701913827879,14.7988616285195,13.7,36.2,2.61739583283408,3.58905911883173,93.0263746088511,100,100,1316100,1205204,14.002159405184,14.0901833758224,1.15,8.2,0.9223,108,-0.194807684772456,0.216783216783217,0.384615384615385,-0.174001234796461,0.180451127819549,0.398496240601504,0.0363320889636679,-0.0138808559861191
"284",32820,5,"AR",2015,0.426229508196721,17.1648987463838,0.595505617977528,1037,NA,368,"Memphis, TN-MS-AR","Metropolitan Statistical Area","","Memphis-Forrest City, TN-MS-AR","Crittenden County","Arkansas",35,"Central",NA,0,NA,NA,0,0,0,0,4,2350624,2673400,6.9,4.3,8.2,99.4,-0.1902,-0.1044,-0.0116,113.1,63.2,4.72827238312207,4.59915211366253,4.14630430115281,14.6701913827879,14.7988616285195,13.7,36.2,2.61739583283408,3.58905911883173,89.1707644166294,95.8553580009611,94.4444444444444,1316100,1205204,14.002159405184,14.0901833758224,1.15,8.2,0.9223,108,-0.194807684772456,0.216783216783217,0.384615384615385,-0.174001234796461,0.180451127819549,0.398496240601504,0.0363320889636679,-0.0138808559861191
